,,,,,,,,1,"A copy of final article paper, book, etc to be forwarded to data provider.",,,,,,,,,"A copy of final article paper, book, etc to be forwarded to data provider."
,,,,,,,,4,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/,true,true,true,true,true,true,true,false,Tela Botanica a choisi de publier par défaut son contenu sous licence libre Creative Commons (by-sa) afin d'en faciliter la divulgation : http://creativecommons.org/licenses/by-sa/2.0/fr/
,,,,,,,,2,Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.,false,false,false,?,?,?,?,?,Terms of use Ghana Herbarium data: all rights on this data file belong to the University of Ghana / Ghana Herbarium. Please contact the Herbarium data manager before secondary usage of data in electronic or printed form.
,,,,,,,,1,Terms of use NHMM data: All rights on these data belong to the Natural History Museum Maastricht. Please contact the NHMM principal curator before secondary usage of data in electronic or printed form.,false,false,false,?,?,?,?,?,Terms of use NHMM data: All rights on these data belong to the Natural History Museum Maastricht. Please contact the NHMM principal curator before secondary usage of data in electronic or printed form.
,,,,,,,,7,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.,false,false,false,?,?,?,?,?,Terms of use ZMA data: All rights on this data file belong to the Zoological Museum Amsterdam. Please contact the ZMA director (zma@uva.nl) before secondary usage of data in electronic or printed form.
,,,,,,,,13,Terms of use ZMA data: All rights on this data file belongs to the Zoological Museum Amsterdam. Please contact the ZMA director <zma@uva.nl> before secondary usage of data in electronic or printed form.,false,false,false,?,?,?,?,?,Terms of use ZMA data: All rights on this data file belongs to the Zoological Museum Amsterdam. Please contact the ZMA director <zma@uva.nl> before secondary usage of data in electronic or printed form.
,,,,,,,,9,Terms of use ZV-VWG data: All rights on this data file belong to the Field Study Group of the Dutch Mammal Society. Please contact the Field Study Group (veldwerkgroep@zoogdiervereniging.nl) before secondary usage of data in electronic or printed form.,false,false,false,?,?,?,?,?,Terms of use ZV-VWG data: All rights on this data file belong to the Field Study Group of the Dutch Mammal Society. Please contact the Field Study Group (veldwerkgroep@zoogdiervereniging.nl) before secondary usage of data in electronic or printed form.
,,,,,,,,1,Terms of use: Please contact the principal investigator Dr. M.J. de Kluijver  (M.J.deKluijver@uva.nl)  before secondary usage of data in electronic or printed form.,,,,,,,,,Terms of use: Please contact the principal investigator Dr. M.J. de Kluijver  (M.J.deKluijver@uva.nl)  before secondary usage of data in electronic or printed form.
,,,,,,,,1,The GRIN Taxonomy is public data with free and open access with no restrictions.,false,true,true,true,true,false,false,false,The GRIN Taxonomy is public data with free and open access with no restrictions.
,,,,,,,,2,The MNCN does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.,,,,,,,,,The MNCN does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,1,The copyright for any material created by the DSMZ is reserved. The duplication or use of information and data such as texts or images is only permitted with the indication of the source or with prior approval by the DSMZ,false,true,true,true,true,true,false,false,The copyright for any material created by the DSMZ is reserved. The duplication or use of information and data such as texts or images is only permitted with the indication of the source or with prior approval by the DSMZ
,,,,,,,,4,The copyright for any material created by the DSMZ is reserved. The duplication or use of information and data such as texts or images is only permitted with the indication of the source or with prior approval by the DSMZ.,false,true,true,true,true,true,false,false,The copyright for any material created by the DSMZ is reserved. The duplication or use of information and data such as texts or images is only permitted with the indication of the source or with prior approval by the DSMZ.
,,,,,,,,3,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV,false,false,false,?,?,?,?,?,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV
,,,,,,,,2,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV.,false,false,false,?,?,?,?,?,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV.
,,,,,,,,2,The data may only be used for achieving the objective of your own organization and may not be sold to third parties.,,,,,,,,,The data may only be used for achieving the objective of your own organization and may not be sold to third parties.
,,,,,,,,1,The dataset is published under an Open Data Commons license: http://www.opendatacommons.org/licenses/by/1.0/,true,true,true,true,true,true,false,false,The dataset is published under an Open Data Commons license: http://www.opendatacommons.org/licenses/by/1.0/
,,,,,,,,1,The photographs are copyrighted by the institutions which hold the specimens,false,?,?,?,?,?,?,?,The photographs are copyrighted by the institutions which hold the specimens
,,,,,,,,1,The public databases of the EBI are freely available by any individual and for any purpose.  For details see http://www.ebi.ac.uk/Information/termsofuse.html,,,,,,,,,The public databases of the EBI are freely available by any individual and for any purpose.  For details see http://www.ebi.ac.uk/Information/termsofuse.html
,,,,,,,,3,The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.,,,,,,,,,The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.
,,,,,,,,15,The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose.,false,true,true,true,false,false,?,false,The use of the data is allowed only for non-profit scientific use and for non-profit nature conservation purpose.
,,,,,,,,1,These data are under copyright of the California Academy of Sciences. All rights reserved.,true,false,false,false,?,?,?,false,These data are under copyright of the California Academy of Sciences. All rights reserved.
,,,,,,,,1,This IHSM pelagicdiversity database is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/,true,true,true,true,true,true,false,false,This IHSM pelagicdiversity database is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/
,,,,,,,,2,This [DATA(BASE)-NAME] is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/,true,true,true,true,true,true,false,false,This [DATA(BASE)-NAME] is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/
,,,,,,,,1,This [DATA(BASE)-NAME] is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/.,true,true,true,true,true,true,false,false,This [DATA(BASE)-NAME] is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/.
,,,,,,,,1,This [DATA(BASE)-NAME] is made available under the Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in individual contents of the database are licensed under the Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/,true,true,true,true,true,?,?,false,This [DATA(BASE)-NAME] is made available under the Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in individual contents of the database are licensed under the Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
,,,,,,,,1,This work is licenced under a CreativeCommons Licence.,false,true,true,true,?,true,false,false,This work is licenced under a CreativeCommons Licence.
,,,,,,,,1,This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.,true,true,true,true,false,true,true,false,This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License.
,,,,,,,,23,This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false,This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode
,,,,,,,,2,This work is made available under the Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in individual contents of the database are licensed under the Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/,true,true,true,true,true,?,?,false,This work is made available under the Open Database License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in individual contents of the database are licensed under the Database Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
,,,,,,,,1,Unknown,false,?,?,?,?,?,?,?,Unknown
,,,,,,,,11,Unrestricted,false,true,true,true,true,false,false,false,Unrestricted
,,,,,,,,1,Usage of Taiwan Forestry Research Institute.,false,?,?,?,?,?,?,?,Usage of Taiwan Forestry Research Institute.
,,,,,,,,2,Zoological Museum - Natural History Museum of Denmark This work is licensed under a Creative Commons Attribution-Noncommercial License (http://creativecommons.org/licenses/by-nc/3.0/).,true,true,true,true,false,true,false,false,Zoological Museum - Natural History Museum of Denmark This work is licensed under a Creative Commons Attribution-Noncommercial License (http://creativecommons.org/licenses/by-nc/3.0/).
